Discharger,Discharger_Name,Street,City,State,Zip,latitude,longitude
P204001070,Walgreen's,300 MONTGOMERY ST,SAN FRANCISCO,CA,94104,37.792037,-122.402495
P204001066,The Occidental Grill Cigar Club,471 PINE ST,SAN FRANCISCO,CA,94104,37.791778,-122.403544
P204001065,Starbucks Coffee Company,343 SANSOME ST,SAN FRANCISCO,CA,94104,37.793587,-122.401137
P204001064,Starbucks Coffee Co,369 PINE ST,SAN FRANCISCO,CA,94104,37.791957,-122.40212
P204001063,Starbucks Coffee,555 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792798,-122.403492
P204001054,Sandwich Gourmet,530 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792861,-122.403207
P204001051,OMNI SF Bob Steak Chop House,500 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792919,-122.40283
P204001033,Mandarin Oriental -SILK Restaurant,222 SANSOME ST,SAN FRANCISCO,CA,94104,37.792416,-122.400902
P204001045,Neiman's Cafe,580 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792737,-122.404035
P204001043,Murphy's Exchange,451 PINE ST,SAN FRANCISCO,CA,94104,37.791811,-122.403281
P204001042,Mrs. Field Original Cookies Pine St,493 PINE ST,SAN FRANCISCO,CA,94104,37.791707,-122.404041
P204001041,Montgomery Plaza Shop,456 MONTGOMERY ST,SAN FRANCISCO,CA,94104,37.793422,-122.402786
P204001040,Subway (Montgomery),408 MONTGOMERY ST,SAN FRANCISCO,CA,94104,37.793088,-122.40272
P204001024,Krivaar Cafe,475 PINE ST,SAN FRANCISCO,CA,94104,37.791771,-122.403596
P204001015,OMNI SF Hotel Food & Beverage Storeroom,500 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792919,-122.40283
P204001013,Fadala Express,50 LEIDESDORFF ST,SAN FRANCISCO,CA,94104,37.792513,-122.401871
P204001010,OMINI SF Hotel  (Employee Cafeteria),500 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792919,-122.40283
P204001007,Carnelian Room/Bankers Club,555 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792798,-122.403492
P204001004,Krivaar Cafe & Catering,475 PINE ST,SAN FRANCISCO,CA,94104,37.791771,-122.403596
P204000998,"OMINI Hotel SF, Pantry  (3rd Flr)",500 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792919,-122.40283
P204000996,"OMNI Hotel SF, Pantry  (2nd Flr)",500 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.792919,-122.40283
P204001052,"Ritz-Carlton SF., Gift Shop",600 STOCKTON ST,SAN FRANCISCO,CA,94108,37.791437,-122.40734
P204001047,Notre Dame des Victroires,659 PINE ST,SAN FRANCISCO,CA,94108,37.791399,-122.406632
P204001030,The Ritz Carlton Hotel (Cafe),600 STOCKTON ST,SAN FRANCISCO,CA,94108,37.791437,-122.40734
P204001023,GINZA,614 PINE ST,SAN FRANCISCO,CA,94108,37.791478,-122.406081
P204001020,J & W Market,723 PINE ST,SAN FRANCISCO,CA,94108,37.791252,-122.407753
P204001014,Fashion House Inc.,445 GRANT AVE,SAN FRANCISCO,CA,94108,37.791025,-122.405636
P204000542,Cafe Honolulu,888 STOCKTON ST,SAN FRANCISCO,CA,94108,37.793913,-122.407813
P204000540,Fung Yun Wah,868 JACKSON ST,SAN FRANCISCO,CA,94108,37.795682,-122.409475
P204000538,M.P. Seafood Market,848 JACKSON ST,SAN FRANCISCO,CA,94108,37.795731,-122.409112
P204000537,Chinese Hospital,845 JACKSON ST,SAN FRANCISCO,CA,94108,37.795707,-122.409176
P204000535,Goldetn Mountain Market,846 JACKSON ST,SAN FRANCISCO,CA,94108,37.795743,-122.409001
P204000534,New Ocean Seafood & Produce,838 JACKSON ST,SAN FRANCISCO,CA,94108,37.795755,-122.408907
P204000533,Hang Seng Meat Market,834 JACKSON ST,SAN FRANCISCO,CA,94108,37.795761,-122.408857
P204000532,J C. Market,830 JACKSON ST,SAN FRANCISCO,CA,94108,37.795767,-122.408806
P204000531,Chinatown Medical Pharmacy,823 JACKSON ST,SAN FRANCISCO,CA,94108,37.795774,-122.408599
P204000527,Cable Car Corner,1099 POWELL ST,SAN FRANCISCO,CA,94108,37.794648,-122.40968
P204000525,Navin Thai Restaurant,1059 POWELL ST,SAN FRANCISCO,CA,94108,37.79437,-122.409629
P204000524,JR New Orange Lang,1055 STOCKTON ST,SAN FRANCISCO,CA,94108,37.795422,-122.40814
P204000520,Tai Cheong Ginseng,1043 STOCKTON ST,SAN FRANCISCO,CA,94108,37.795338,-122.408121
P204000518,"Kang Jua Trading, Inc.",1040 STOCKTON ST,SAN FRANCISCO,CA,94108,37.79534,-122.408102
P204000516,Yue Fung Grocery,1037 STOCKTON ST,SAN FRANCISCO,CA,94108,37.795297,-122.408112
P204000515,Hop Hing Ginseng Co.,1027 STOCKTON ST,SAN FRANCISCO,CA,94108,37.795227,-122.408097
P204000514,Mandarin Delight,1024 STOCKTON ST,SAN FRANCISCO,CA,94108,37.795229,-122.408078
P204000513,Tai Sang Co,1018 STOCKTON ST,SAN FRANCISCO,CA,94108,37.795187,-122.408069
P204000564,Chinatown Community Childcare,979 CLAY ST,SAN FRANCISCO,CA,94108,37.79392,-122.409108
P204000563,Gordon J. Lau Elementary School,950 CLAY ST,SAN FRANCISCO,CA,94108,37.79398,-122.40875
P204000561,Commodore Stockton Child Development,949 WASHINGTON ST,SAN FRANCISCO,CA,94108,37.794821,-122.409032
P204000558,San Sun Restaurant,941 STOCKTON ST,SAN FRANCISCO,CA,94108,37.794443,-122.407934
P204000557,Little Paris (Stockton St),939 STOCKTON ST,SAN FRANCISCO,CA,94108,37.794429,-122.407931
P204000555,You's Dim Sum Restaurantn (Stockton St0,937 STOCKTON ST,SAN FRANCISCO,CA,94108,37.794414,-122.407928
P204000554,Fong Bros. Dist. Co. Inc.,935 STOCKTON ST,SAN FRANCISCO,CA,94108,37.7944,-122.407925
P204000553,Fortune Star Cafe,930 STOCKTON ST,SAN FRANCISCO,CA,94108,37.794388,-122.407904
P204000552,Long Hua's Grocery Store,906 STOCKTON ST,SAN FRANCISCO,CA,94108,37.794217,-122.407869
P204000548,Gum Lee Liquor,903 STOCKTON ST,SAN FRANCISCO,CA,94108,37.794172,-122.407879
P204000546,"Stockton Seafood Center, Inc",900 STOCKTON ST,SAN FRANCISCO,CA,94108,37.794174,-122.40786
P204000545,Wing Scene Food Inc.,898 STOCKTON ST,SAN FRANCISCO,CA,94108,37.793983,-122.407825
P204000543,New W. Scene Food Co,894 STOCKTON ST,SAN FRANCISCO,CA,94108,37.793955,-122.40782
P204000594,Washington Bakery & Restaurant,733 WASHINGTON ST,SAN FRANCISCO,CA,94108,37.795216,-122.405872
P204000580,Grant Place,737 WASHINGTON ST,SAN FRANCISCO,CA,94108,37.795211,-122.40592
P208006491,SLIDERS  (Sutter),1202 SUTTER ST,SAN FRANCISCO,CA,94109,37.787742,-122.42031
P208006481,U-Lee Restaurant,1468 HYDE ST,SAN FRANCISCO,CA,94109,37.794265,-122.418042
P209006696,DUNYA (Meditteranean Cuisine),1609 POLK ST,SAN FRANCISCO,CA,94109,37.791645,-122.420908
P208006145,SAMBA ROOMS RESTAURANTS & PIZZA,993 NORTH POINT ST,SAN FRANCISCO,CA,94109,37.805325,-122.423375
P207006002,Pita's Cafe,1380 SUTTER ST,SAN FRANCISCO,CA,94109,37.787403,-122.423014
P212008388,FRESCO Pizza & Grill,1338 POLK ST,SAN FRANCISCO,CA,94109,37.789257,-122.420403
P208006492,Cafe Zitouna,1201 SUTTER ST,SAN FRANCISCO,CA,94109,37.787729,-122.420268
P212008379,PIZZA PINNO Kitchen,1534 CALIFORNIA ST,SAN FRANCISCO,CA,94109,37.790714,-122.41967
P212008378,OLEA Restaurant,1494 CALIFORNIA ST,SAN FRANCISCO,CA,94109,37.790826,-122.418817
P207006046,RISTORANTE MILANO,1448 PACIFIC AVE,SAN FRANCISCO,CA,94109,37.79538,-122.419042
P209006948,Super Burrito,1200 POLK ST,SAN FRANCISCO,CA,94109,37.787817,-122.420102
P209006796,THE ORIGINAL FRONT ROOM,1550 CALIFORNIA ST,SAN FRANCISCO,CA,94109,37.790686,-122.41988
P209006795,CRUSTACEAN Restaurant,1475 POLK ST,SAN FRANCISCO,CA,94109,37.790283,-122.420633
P210007458,SEVEN HILLS,1550 HYDE ST,SAN FRANCISCO,CA,94109,37.795025,-122.418203
P210007210,ALCATRAZ PIZZA  (NorthPoint),977 NORTH POINT ST,SAN FRANCISCO,CA,94109,37.805352,-122.423165
P209006697,SUSHI ROCK,1608 POLK ST,SAN FRANCISCO,CA,94109,37.791661,-122.420892
P211007653,Le Petit Marchet,1732 POLK ST,SAN FRANCISCO,CA,94109,37.792715,-122.421103
P209006945,Miconos,1431 POLK ST,SAN FRANCISCO,CA,94109,37.789956,-122.42057
P209006944,Victor's Pizzeria & Restaurant,1411 POLK ST,SAN FRANCISCO,CA,94109,37.789807,-122.420541
P209006888,HOUSE OF PRIME RIB,1906 VAN NESS AVE,SAN FRANCISCO,CA,94109,37.793222,-122.422831
P209006905,CHAI-YO  (Thai Noodle),1331 POLK ST,SAN FRANCISCO,CA,94109,37.789197,-122.420409
P209006904,DARBAR Restaurant,1412 POLK ST,SAN FRANCISCO,CA,94109,37.789838,-122.420528
P209006902,New Village Cafe,1426 POLK ST,SAN FRANCISCO,CA,94109,37.789942,-122.420548
P209006901,Bamboo Restaurant (Polk St),1441 POLK ST,SAN FRANCISCO,CA,94109,37.79003,-122.420584
P210007523,MY MY COFFEE Shop,1500 CALIFORNIA ST,SAN FRANCISCO,CA,94109,37.790774,-122.419224
P210007302,AICHA (Morrocon Cuisine),1303 POLK ST,SAN FRANCISCO,CA,94109,37.788765,-122.420323
P209006694,BELL TOWER (Bar and Restaurant),1900 POLK ST,SAN FRANCISCO,CA,94109,37.794244,-122.421402
P212008226,SUN KWONG RESTAURANT,1400 JACKSON ST,SAN FRANCISCO,CA,94109,37.794545,-122.418295
P207005204,Wayo Restaurant,1407 VAN NESS AVE,SAN FRANCISCO,CA,94109,37.788629,-122.422076
P207005203,Alborz Restaurant,1245 VAN NESS AVE,SAN FRANCISCO,CA,94109,37.787169,-122.421778
P207005200,KYOTO SUSHI,1233 VAN NESS AVE,SAN FRANCISCO,CA,94109,37.787005,-122.421745
P212008266,RISTORANTE TI PIACERA,1507 POLK ST,SAN FRANCISCO,CA,94109,37.790707,-122.420717
P207005985,Gourmet Carousel,1559 FRANKLIN ST,SAN FRANCISCO,CA,94109,37.788941,-122.423733
P207005982,Pacific Plaza Cafe,1340 FRANKLIN ST,SAN FRANCISCO,CA,94109,37.786814,-122.42327
P209006661,LA PARILLLA GRILL (Polk St),1760 POLK ST,SAN FRANCISCO,CA,94109,37.79291,-122.421141
P209006660,AMELIE WINE BAR & CUISINE,1754 POLK ST,SAN FRANCISCO,CA,94109,37.792868,-122.421133
P209006659,THAI SPICE (Thai Cuisine),1730 POLK ST,SAN FRANCISCO,CA,94109,37.792701,-122.4211
P209006658,HAHN'S HIBACHI (Polk St),1710 POLK ST,SAN FRANCISCO,CA,94109,37.792562,-122.421073
P207005892,1101 Polk,1101 POLK ST,SAN FRANCISCO,CA,94109,37.786888,-122.419918
P207006036,Ah Lin Restaurant,1634 BUSH ST,SAN FRANCISCO,CA,94109,37.788208,-122.424218
P208006258,Bob's Broiler,1601 POLK ST,SAN FRANCISCO,CA,94109,37.791588,-122.420896
P208006534,"Grubstake, The",1525 PINE ST,SAN FRANCISCO,CA,94109,37.789566,-122.420971
P207006010,Pacific Food Mart,2199 SUTTER ST,SAN FRANCISCO,CA,94109,37.785686,-122.436372
P207004792,NAPOLI PIZZA RESTAURANT,1045 POLK ST,SAN FRANCISCO,CA,94109,37.786469,-122.419853
P209006695,PANCHO SALSA (Bar and Grill),1639 POLK ST,SAN FRANCISCO,CA,94109,37.791859,-122.420951
P208006302,Cordon Bleu Restaurant,1574 CALIFORNIA ST,SAN FRANCISCO,CA,94109,37.790644,-122.420195
P207006004,"Broadmoor, The",1499 SUTTER ST,SAN FRANCISCO,CA,94109,37.787155,-122.424854
P207006001,Macha Cafe,1355 SUTTER ST,SAN FRANCISCO,CA,94109,37.787425,-122.422673
P207005950,The Carlisle,1450 POST ST,SAN FRANCISCO,CA,94109,37.786095,-122.425695
P209006949,Modern Thai Restaurant,1247 POLK ST,SAN FRANCISCO,CA,94109,37.788359,-122.420233
P209006801,Ruth's Chris Steak House,1601 VAN NESS AVE,SAN FRANCISCO,CA,94109,37.790442,-122.422435
P209006800,Whole Foods Market - California,1777 CALIFORNIA ST,SAN FRANCISCO,CA,94109,37.790206,-122.423518
P207005202,Village Pizzeria,1243 VAN NESS AVE,SAN FRANCISCO,CA,94109,37.787158,-122.421776
P211007670,Crepes Oh La La (Polk St.),1220 POLK ST,SAN FRANCISCO,CA,94109,37.788065,-122.42015
P211007778,The Chameleon,1299 PACIFIC AVE,SAN FRANCISCO,CA,94109,37.795695,-122.416454
P211007662,YamaSho,1161 POST ST,SAN FRANCISCO,CA,94109,37.786704,-122.420849
P211007659,Swan's Oyster Depot,1517 POLK ST,SAN FRANCISCO,CA,94109,37.790781,-122.420732
P211007658,Star Bagels,1475 POLK ST,SAN FRANCISCO,CA,94109,37.790283,-122.420633
P211007657,Shalimar (Polk),1409 POLK ST,SAN FRANCISCO,CA,94109,37.789792,-122.420538
P211007656,Toast Eatery (Polk),1601 POLK ST,SAN FRANCISCO,CA,94109,37.791588,-122.420896
P211007654,Lotta's Bakery,1720 POLK ST,SAN FRANCISCO,CA,94109,37.792631,-122.421087
P211007652,It's a Grind Coffee House,1800 POLK ST,SAN FRANCISCO,CA,94109,37.793363,-122.421229
P211007651,Donuts and Things,1549 POLK ST,SAN FRANCISCO,CA,94109,37.79102,-122.42078
P211007949,Eleven 0 One,1101 POLK ST,SAN FRANCISCO,CA,94109,37.786888,-122.419918
P211007950,Royal Ground Coffee (Polk),1605 POLK ST,SAN FRANCISCO,CA,94109,37.791617,-122.420902
P209006954,Nara Sushi Restaurant,1515 POLK ST,SAN FRANCISCO,CA,94109,37.790767,-122.420729
P211007771,Baker and Banker,1701 OCTAVIA ST,SAN FRANCISCO,CA,94109,37.787946,-122.426897
P211007956,Pannini,1457 HAIGHT ST,SAN FRANCISCO,CA,94109,37.770085,-122.446214
P212008209,Fourth Wave Coffee,1365 POLK ST,SAN FRANCISCO,CA,94109,37.789387,-122.420452
P207005983,Franklin Market,1528 FRANKLIN ST,SAN FRANCISCO,CA,94109,37.788673,-122.423658
P207005900,Quetzal Internet Cafe,1230 POLK ST,SAN FRANCISCO,CA,94109,37.788271,-122.420193
P207005899,Discount Grocers,1203 POLK ST,SAN FRANCISCO,CA,94109,37.787839,-122.420124
P207005895,Wing Lum Cafe,1150 POLK ST,SAN FRANCISCO,CA,94109,37.78745,-122.420017
P208006530,HILLSTONE Restaurant,1800 MONTGOMERY ST,SAN FRANCISCO,CA,94111,37.80567,-122.405344
P212008315,HILLSTONE Restaurant,1800 MONTGOMERY ST,SAN FRANCISCO,CA,94111,37.80567,-122.405344
P204001079,Banana Best (Thai Restaurant),556 COMMERCIAL ST,SAN FRANCISCO,CA,94111,37.794297,-122.402397
P204001073,Zare,568 SACRAMENTO ST,SAN FRANCISCO,CA,94111,37.793862,-122.402472
P204001055,Self Help for the Elderly,407 SANSOME ST,SAN FRANCISCO,CA,94111,37.794097,-122.401254
P204001027,London Wine Bar,415 SANSOME ST,SAN FRANCISCO,CA,94111,37.794148,-122.401264
P204001025,Lee's Deli (Sansome St.),475 SANSOME ST,SAN FRANCISCO,CA,94111,37.794637,-122.401362
P204001021,Jamba Juice (Sansome),450 SANSOME ST,SAN FRANCISCO,CA,94111,37.794472,-122.401311
P204001018,Healow's Flowers,475 SANSOME ST,SAN FRANCISCO,CA,94111,37.794637,-122.401362
P204001012,EZ5 Inc.,684 COMMERCIAL ST,SAN FRANCISCO,CA,94111,37.794074,-122.404322
P204001001,Alpenglo Tea & Coffee,401 SANSOME ST,SAN FRANCISCO,CA,94111,37.794066,-122.401246
P204001000,A Roma,450 SANSOME ST,SAN FRANCISCO,CA,94111,37.794472,-122.401311
P204000785,Fog City Diner,1300 BATTERY ST,SAN FRANCISCO,CA,94111,37.803328,-122.401971
P207004540,CCSF Culinary Arts and Hospitality,50 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723635,-122.452336
P207004842,California Book Company,11 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723282,-122.452343
P207004841,OCEAN QUICKLY,1039 OCEAN AVE,SAN FRANCISCO,CA,94112,37.723353,-122.453537
P207004840,City College of SF Lunch Box,50 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723635,-122.452336
P207004839,Vikings Giant Submarine,1300 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724004,-122.456611
P207004838,Spitfire Rose,1790 SAN JOSE AVE,SAN FRANCISCO,CA,94112,37.729105,-122.439868
P207004731,Happy Bakery & Deli (Ocean),1548 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724501,-122.45906
P207004730,Archbishop Riordan HS Cafeteria,175 PHELAN AVE,SAN FRANCISCO,CA,94112,37.727395,-122.452387
P207004728,WANG WAH (Golden China Restaurant ),1612 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724614,-122.459558
P207004727,Ocean Pizza Restaurant,1443 OCEAN AVE,SAN FRANCISCO,CA,94112,37.72421,-122.457736
P207004726,McDONALD'S (Ocean Ave),1201 OCEAN AVE,SAN FRANCISCO,CA,94112,37.723713,-122.455257
P207004725,CITY COLLEGE CAFE,50 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723635,-122.452336
P207004724,De Rosario Restaurant,1796 SAN JOSE AVE,SAN FRANCISCO,CA,94112,37.729028,-122.439993
P207004722,JO JO'S CAFE,1537 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724395,-122.458629
P207004720,El Jalapeno Restaurant,1338 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724118,-122.457192
P207004719,HANG FOOK  Bakery & Restaurant,1325 OCEAN AVE,SAN FRANCISCO,CA,94112,37.723994,-122.45666
P207004846,Super Crown Catering,50 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723635,-122.452336
P207004845,SF Community College Bookstore,50 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723635,-122.452336
P207004844,Bach Catering,116 MIRAMAR AVE,SAN FRANCISCO,CA,94112,37.720447,-122.458171
P207004723,A-1 BAKERY,1727 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724812,-122.46056
P211007900,MAMA MIA Pizzeria,1125 OCEAN AVE,SAN FRANCISCO,CA,94112,37.723545,-122.454419
P207004754,SEA GARDEN Restaurant,1540 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724477,-122.458937
P207004721,The Mayflower,1422 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724199,-122.457592
P207004538,BEEP'S BURGER,1051 OCEAN AVE,SAN FRANCISCO,CA,94112,37.723374,-122.45363
P207004539,CAFFE D' MELANIO,1314 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724055,-122.456874
P211007866,San Francisco MEATS & Delicatessen,1330 OCEAN AVE,SAN FRANCISCO,CA,94112,37.724114,-122.457181
P207004847,Sunnyside Elementary School,250 FOERSTER ST,SAN FRANCISCO,CA,94112,37.730302,-122.448861
P206003063,Excelsior Chinese Foods,4845 MISSION ST,SAN FRANCISCO,CA,94112,37.720824,-122.437737
P209006968,LUNCH BOX AT CCSF,50 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723635,-122.452336
P209006966,LUNCH BOX,50 PHELAN AVE,SAN FRANCISCO,CA,94112,37.723635,-122.452336
P206003068,Buena Suerte Market & Cafe,4995 MISSION ST,SAN FRANCISCO,CA,94112,37.718683,-122.439356
P206003065,P K Produce Market,4929 MISSION ST,SAN FRANCISCO,CA,94112,37.719517,-122.438733
P206003064,SUPER STAR Restaurant,4919 MISSION ST,SAN FRANCISCO,CA,94112,37.719644,-122.438638
P206003076,Da Kines' Hawaiian BBQ,4808 MISSION ST,SAN FRANCISCO,CA,94112,37.720969,-122.437653
P206003074,Jack's Grocery,700 NAPLES ST,SAN FRANCISCO,CA,94112,37.71758,-122.433704
P206003073,Epiphany Elementary,600 ITALY AVE,SAN FRANCISCO,CA,94112,37.716131,-122.434671
P206003072,Slavonic Cultural Center,60 ONONDAGA AVE,SAN FRANCISCO,CA,94112,37.72169,-122.438784
P206003070,Gabriella Muselli Catering,5051 MISSION ST,SAN FRANCISCO,CA,94112,37.717745,-122.440052
P206003058,Frank's Market & Liquor,4799? MISSION ST,SAN FRANCISCO,CA,94112,37.721663,-122.437095
P206003055,The New California Produce,4791 MISSION ST,SAN FRANCISCO,CA,94112,37.721761,-122.437021
P206003053,La Loma Produce #6,4788 MISSION ST,SAN FRANCISCO,CA,94112,37.721405,-122.437319
P206003050,Cafe Mama,4754 MISSION ST,SAN FRANCISCO,CA,94112,37.722068,-122.436818
P206003049,Italian American Social Club,25 RUSSIA AVE,SAN FRANCISCO,CA,94112,37.721467,-122.436928
P210007246,HA TIEN HUT,1109 OCEAN AVE,SAN FRANCISCO,CA,94112,37.723518,-122.454286
P207004759,OCEAN CAFE Restaurant,1031 OCEAN AVE,SAN FRANCISCO,CA,94112,37.723339,-122.453475
P206002959,VENICE PIZZA AND RESTAURANT,5228 MISSION ST,SAN FRANCISCO,CA,94112,37.715241,-122.441997
P211007738,Don Pisto Restaurants LLC,510 UNION ST,SAN FRANCISCO,CA,94113,37.800616,-122.407774
P208006568,24th Street Cafe,3853 24TH ST,SAN FRANCISCO,CA,94114,37.751622,-122.428692
P207004132,Lupa Trattoria,4109 24TH ST,SAN FRANCISCO,CA,94114,37.751268,-122.434445
P207004131,Mi Lindo Yucatan (24th St),4042 24TH ST,SAN FRANCISCO,CA,94114,37.75138,-122.432854
P207004125,Hahn's Hibachi (Castro St),1305 CASTRO ST,SAN FRANCISCO,CA,94114,37.751185,-122.434051
P207004124,Bacco Restaurant,737 DIAMOND ST,SAN FRANCISCO,CA,94114,37.751663,-122.436333
P209006908,POMODORO (24th St),4000 24TH ST,SAN FRANCISCO,CA,94114,37.751424,-122.432115
P210007386,CHAN CHAN,4690 18TH ST,SAN FRANCISCO,CA,94114,37.7604,-122.443119
P210007387,HAHN'S HIBACHI (Castro),1305 CASTRO ST,SAN FRANCISCO,CA,94114,37.751185,-122.434051
P210007236,PASTAGINA,741 DIAMOND ST,SAN FRANCISCO,CA,94114,37.751637,-122.436331
P207004118,Cafe Ponte,751 DIAMOND ST,SAN FRANCISCO,CA,94114,37.751571,-122.436325
P206003971,QUEEN MALIKA,4416 18TH ST,SAN FRANCISCO,CA,94114,37.760681,-122.43852
P211007777,La Boulange de Fillmore,2043 FILLMORE ST,SAN FRANCISCO,CA,94114,37.788374,-122.433721
P208006553,DINO'S PIZZA & DINING,2101 FILLMORE ST,SAN FRANCISCO,CA,94115,37.789002,-122.433848
P208006551,PIZZERIA DELFINA (California St),2406 CALIFORNIA ST,SAN FRANCISCO,CA,94115,37.788887,-122.434088
P208006550,CURBSIDE CAFE,2417 CALIFORNIA ST,SAN FRANCISCO,CA,94115,37.788855,-122.434205
P208006549,LA SALSA #85,2401 CALIFORNIA ST,SAN FRANCISCO,CA,94115,37.78888,-122.433991
P208006548,KFC #247 (Geary Bl),1881 GEARY BLVD,SAN FRANCISCO,CA,94115,37.784047,-122.434093
P208006475,JOHNNY ROCKETS  (Fillmore St),1946 FILLMORE ST,SAN FRANCISCO,CA,94115,37.787684,-122.433561
P208006474,2001 THAI STICK RESTAURANT,2001 FILLMORE ST,SAN FRANCISCO,CA,94115,37.788055,-122.433658
P208006468,FILLMORE MEXICAN GRILL (Fillmore),1552 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783781,-122.432795
P208006467,HAPPY HOUSE (Fillmore),1560 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783841,-122.432807
P208006466,Quickly - Fillmore,1522 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783555,-122.432752
P207004947,SEOUL GARDEN RESTAURANT,22 PEACE PLZ,SAN FRANCISCO,CA,94115,37.785139,-122.429639
P207004945,SAPPORO-YA,1581 WEBSTER ST,SAN FRANCISCO,CA,94115,37.785227,-122.431411
P207004673,HAPPY SHABU SHABU,1401 FILLMORE ST,SAN FRANCISCO,CA,94115,37.782451,-122.432548
P207004970,TANPOPO,1740 BUCHANAN ST,SAN FRANCISCO,CA,94115,37.785931,-122.429831
P207004964,SUZU NOODLE HOUSE,1581 WEBSTER ST,SAN FRANCISCO,CA,94115,37.785227,-122.431411
P208006334,My Father's Kitchen,1655 DIVISADERO ST,SAN FRANCISCO,CA,94115,37.78481,-122.43978
P207006009,Neecha Thai Cuisine,2100 SUTTER ST,SAN FRANCISCO,CA,94115,37.785874,-122.435086
P207004949,SHABU - SEN,1726 BUCHANAN ST,SAN FRANCISCO,CA,94115,37.78583,-122.429808
P207004905,RASSELAS Jazz Club & Restaurant,1534 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783645,-122.432769
P207004589,ARANG Korean  Restaurant,1506 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783435,-122.432729
P207005084,YAKINIKU HOUSE JUBAN,1581 WEBSTER ST,SAN FRANCISCO,CA,94115,37.785227,-122.431411
P207005241,Kiss Seafood,1700 LAGUNA ST,SAN FRANCISCO,CA,94115,37.786828,-122.428343
P207004775,MCDONALD'S (Fillmore St) #10162,1100 FILLMORE ST,SAN FRANCISCO,CA,94115,37.779668,-122.431952
P207004771,MAKI RESTAURANT,1825 POST ST  215,SAN FRANCISCO,CA,94115,37.785304,-122.431838
P207004766,KUSHI TSURU Restaurant,1737 POST ST,SAN FRANCISCO,CA,94115,37.785503,-122.430298
P207004764,KUI SHIN BO,22 PEACE Plaza,SAN FRANCISCO,CA,94115,37.785139,-122.429639
P207004704,KING LEE'S Restaurant,1426-A FILLMORE ST,SAN FRANCISCO,CA,94115,37.782659,-122.432571
P207004693,JITLADA THAI CUISINE,1826 BUCHANAN ST,SAN FRANCISCO,CA,94115,37.786812,-122.430025
P207004685,IROHA,1728 BUCHANAN ST,SAN FRANCISCO,CA,94115,37.785845,-122.429811
P207004683,INDIA PALACE,1740 FILLMORE ST,SAN FRANCISCO,CA,94115,37.785566,-122.433152
P207004831,PRIDE OF THE MEDITERRANEAN,1761 FILLMORE ST,SAN FRANCISCO,CA,94115,37.785699,-122.433199
P207004828,POPEYE'S FAMOUS FRIED CHICKEN (Fillmore St),1426 FILLMORE ST,SAN FRANCISCO,CA,94115,37.782659,-122.432571
P207004826,PIZZA INFERNO Restaurant & Bar,1800 FILLMORE ST,SAN FRANCISCO,CA,94115,37.786201,-122.43328
P207004815,PANDA EXPRESS #1480 (Fillmore St),1480 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783056,-122.432653
P207004809,ON THE BRIDGE,1581 WEBSTER ST,SAN FRANCISCO,CA,94115,37.785227,-122.431411
P212008366,STATE BIRD PROVISIONS,1529 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783584,-122.432777
P209007004,Minny's Restaurant,1700 POST ST,SAN FRANCISCO,CA,94115,37.785575,-122.429866
P209006936,VIA VENETO,2244 FILLMORE ST,SAN FRANCISCO,CA,94115,37.790253,-122.434084
P209006935,CHOUQUET'S RESTAURANT,2500 WASHINGTON ST,SAN FRANCISCO,CA,94115,37.791585,-122.434555
P210007429,GUSSIE'S CHICKEN & WAFFLES,1521 EDDY ST,SAN FRANCISCO,CA,94115,37.781356,-122.432751
P210007428,HEUNGBUNE Korean Restaurant,1560 FILLMORE ST,SAN FRANCISCO,CA,94115,37.783841,-122.432807
