latitude,longitude
37.789792,-122.420538
37.791588,-122.420896
37.792631,-122.421087
37.793363,-122.421229
37.79102,-122.42078
37.786888,-122.419918
37.791617,-122.420902
37.790767,-122.420729
37.787946,-122.426897
37.770085,-122.446214
37.789387,-122.420452
37.788673,-122.423658
37.788271,-122.420193
37.787839,-122.420124
37.78745,-122.420017
37.80567,-122.405344
37.80567,-122.405344
37.794297,-122.402397
37.793862,-122.402472
37.794097,-122.401254
37.794148,-122.401264
37.794637,-122.401362
37.794472,-122.401311
37.794637,-122.401362
37.794074,-122.404322
37.794066,-122.401246
37.794472,-122.401311
37.803328,-122.401971
37.723635,-122.452336
37.723282,-122.452343
37.723353,-122.453537
37.723635,-122.452336
37.724004,-122.456611
37.729105,-122.439868
37.724501,-122.45906
37.727395,-122.452387
37.724614,-122.459558
37.72421,-122.457736
37.723713,-122.455257
37.723635,-122.452336
37.729028,-122.439993
37.724395,-122.458629
37.724118,-122.457192
37.723994,-122.45666
37.723635,-122.452336
37.723635,-122.452336
37.720447,-122.458171
37.724812,-122.46056
37.723545,-122.454419
37.724477,-122.458937
37.724199,-122.457592
37.723374,-122.45363
37.724055,-122.456874
37.724114,-122.457181
37.730302,-122.448861
37.720824,-122.437737
37.723635,-122.452336
37.723635,-122.452336
37.718683,-122.439356
37.719517,-122.438733
37.719644,-122.438638
37.720969,-122.437653
37.71758,-122.433704
37.716131,-122.434671
37.72169,-122.438784
37.717745,-122.440052
37.721663,-122.437095
37.721761,-122.437021
37.721405,-122.437319
37.722068,-122.436818
37.721467,-122.436928
37.723518,-122.454286
37.723339,-122.453475
37.715241,-122.441997
37.800616,-122.407774
37.751622,-122.428692
37.751268,-122.434445
37.75138,-122.432854
37.751185,-122.434051
37.751663,-122.436333
37.751424,-122.432115
37.7604,-122.443119
37.751185,-122.434051
37.751637,-122.436331
37.751571,-122.436325
37.760681,-122.43852
37.788374,-122.433721
37.789002,-122.433848
37.788887,-122.434088
37.788855,-122.434205
37.78888,-122.433991
37.784047,-122.434093
37.787684,-122.433561
37.788055,-122.433658
37.783781,-122.432795
37.783841,-122.432807
37.783555,-122.432752
37.785139,-122.429639
37.785227,-122.431411
37.782451,-122.432548
37.785931,-122.429831
37.785227,-122.431411
37.78481,-122.43978
37.785874,-122.435086
37.78583,-122.429808
37.783645,-122.432769
37.783435,-122.432729
37.785227,-122.431411
37.786828,-122.428343
37.779668,-122.431952
37.785304,-122.431838
37.785503,-122.430298
37.785139,-122.429639
37.782659,-122.432571
37.786812,-122.430025
37.785845,-122.429811
37.785566,-122.433152
37.785699,-122.433199
37.782659,-122.432571
37.786201,-122.43328
37.783056,-122.432653
37.785227,-122.431411
37.783584,-122.432777
37.785575,-122.429866
37.790253,-122.434084
37.791585,-122.434555
37.781356,-122.432751
37.783841,-122.432807
37.781755,-122.432381
37.785503,-122.430298
37.781514,-122.432349
37.788826,-122.434446
37.785492,-122.433137
37.785785,-122.429817
37.78567,-122.42979
37.785575,-122.429866
37.782772,-122.444628
37.78153,-122.432333
37.790807,-122.434216
37.7836,-122.432761
37.785139,-122.429639
37.785139,-122.429639
37.787423,-122.433509
37.785139,-122.429639
37.799691,-122.407525
37.78207,-122.432467
37.787541,-122.433548
37.783781,-122.432795
37.785227,-122.431411
37.783479,-122.432757
37.78522,-122.432533
37.786497,-122.430148
37.785252,-122.433108
37.779712,-122.43198
37.785503,-122.430298
37.785227,-122.431411
37.742517,-122.487595
37.783704,-122.4328
37.78564,-122.429389
37.783398,-122.439297
37.785503,-122.430298
37.785522,-122.430289
37.785304,-122.431838
37.783281,-122.440167
37.785503,-122.430298
37.785503,-122.430298
37.785749,-122.428596
37.785503,-122.430298
37.785503,-122.430298
37.785575,-122.429866
37.785503,-122.430298
37.785139,-122.429639
37.782754,-122.443209
37.786128,-122.432908
37.78734,-122.433493
37.787568,-122.433555
37.789181,-122.433884
37.785959,-122.429858
37.785503,-122.430298
37.78888,-122.433991
37.789123,-122.433853
37.785268,-122.433092
37.785686,-122.429057
37.788161,-122.433679
37.785503,-122.430438
37.785726,-122.428631
37.786159,-122.432674
37.789166,-122.433881
37.778019,-122.438412
37.785227,-122.431411
37.742698,-122.483306
37.747239,-122.459248
37.747187,-122.459316
37.721811,-122.461718
37.742776,-122.481504
37.742936,-122.47798
37.742945,-122.478188
37.742517,-122.487595
37.742625,-122.475647
37.742965,-122.477228
37.743013,-122.475923
37.7431,-122.474748
37.742933,-122.478067
37.742816,-122.480542
37.747161,-122.45935
37.742777,-122.481444
37.74305,-122.47549
37.742938,-122.478378
37.74296,-122.477346
37.742978,-122.47732
37.742967,-122.477161
37.741799,-122.504192
37.741898,-122.501955
37.742047,-122.498484
37.742049,-122.49845
37.742654,-122.484479
37.742054,-122.498305
37.739213,-122.49905
37.740098,-122.495896
37.742374,-122.491018
37.742377,-122.490966
37.742424,-122.490121
37.742425,-122.490087
37.742427,-122.490036
37.742429,-122.489933
37.742419,-122.489745
37.742455,-122.4889
37.742483,-122.488666
37.742559,-122.486808
37.742623,-122.485736
37.742667,-122.484581
37.74267,-122.484487
37.742658,-122.484385
37.7431,-122.474748
37.743129,-122.473821
37.743257,-122.471165
37.741744,-122.50501
37.743006,-122.476103
37.742743,-122.475637
37.742698,-122.483306
37.742731,-122.48258
37.74296,-122.477346
37.742654,-122.484479
37.742976,-122.477354
37.770095,-122.446139
37.769916,-122.447542
37.776522,-122.441516
37.772019,-122.437181
37.776834,-122.438429
37.769758,-122.448802
37.765364,-122.449893
37.777354,-122.438275
37.775901,-122.44565
37.770148,-122.445878
37.770145,-122.445903
37.769916,-122.447542
37.769814,-122.448392
37.769633,-122.449811
37.769338,-122.452031
37.775842,-122.445984
37.774873,-122.437776
37.770149,-122.445737
37.770165,-122.445753
37.769407,-122.451634
37.76946,-122.45106
37.76944,-122.451368
37.768598,-122.453408
37.767879,-122.453263
37.765689,-122.44994
37.769384,-122.451675
37.769379,-122.451711
37.765378,-122.449896
37.769447,-122.451168
37.765673,-122.449956
37.769678,-122.44947
37.765767,-122.45014
37.765819,-122.449735
37.764776,-122.449753
37.766275,-122.452928
37.765349,-122.44989
37.776968,-122.438173
37.776052,-122.438012
37.784855,-122.439789
37.777975,-122.438385
37.774578,-122.437716
37.776844,-122.438348
37.76958,-122.450137
37.774344,-122.437648
37.777311,-122.438246
37.775748,-122.44674
37.772734,-122.437351
37.773078,-122.439107
37.774609,-122.437703
37.774699,-122.444514
37.76958,-122.450137
37.769331,-122.452085
37.775363,-122.437875
37.773877,-122.446087
37.773033,-122.439097
37.770241,-122.445174
37.774534,-122.437707
37.774135,-122.444592
37.774372,-122.437673
37.775075,-122.437818
37.770084,-122.446356
37.775106,-122.452021
37.764464,-122.452698
37.769707,-122.449273
37.76621,-122.450041
37.766271,-122.450052
37.769596,-122.449985
37.771477,-122.437071
37.765408,-122.449902
37.775485,-122.4379
37.769377,-122.453561
37.765247,-122.449849
37.7765,-122.43808
37.773724,-122.447886
37.773708,-122.44787
37.770068,-122.446481
37.77446,-122.437691
37.774184,-122.444202
37.777286,-122.462202
37.77449,-122.463827
37.77449,-122.463827
37.777262,-122.463082
37.781468,-122.456048
37.780609,-122.474656
37.780583,-122.475223
37.780551,-122.47591
37.782499,-122.446925
37.780451,-122.475545
37.782405,-122.475803
37.78046,-122.475341
37.780477,-122.474978
37.780677,-122.47326
37.780561,-122.47309
37.780583,-122.475223
37.780625,-122.474297
37.782114,-122.474075
37.773928,-122.4746
37.775249,-122.476854
37.780633,-122.47411
37.777197,-122.464133
37.781277,-122.457181
37.781459,-122.456165
37.775921,-122.458488
37.77449,-122.463827
37.777201,-122.464396
37.775811,-122.458478
37.78445,-122.433697
37.781492,-122.455647
37.781433,-122.456759
37.782416,-122.448599
37.777331,-122.461244
37.782127,-122.449533
37.782124,-122.449095
37.782411,-122.475685
37.780112,-122.482923
37.780177,-122.481632
37.782054,-122.484321
37.780418,-122.476276
37.780527,-122.476476
37.780519,-122.476691
37.780466,-122.47784
37.780527,-122.476466
37.776626,-122.477077
37.780482,-122.477546
37.780468,-122.477806
37.780412,-122.476423
37.780376,-122.477356
37.784238,-122.476556
37.77668,-122.476107
37.780567,-122.475571
37.776668,-122.476433
37.780492,-122.477366
37.776668,-122.476005
37.782067,-122.484045
37.780126,-122.482687
37.782023,-122.484993
37.78016,-122.481977
37.780273,-122.48207
37.780099,-122.483167
37.782053,-122.484338
37.780157,-122.482044
37.782069,-122.483985
37.780213,-122.483785
37.782003,-122.485425
37.782051,-122.48439
37.780522,-122.476622
37.780371,-122.477434
37.780482,-122.477546
37.78035,-122.477814
37.776579,-122.478239
37.764231,-122.462221
37.763403,-122.48065
37.759427,-122.485951
37.763551,-122.47759
37.760186,-122.468777
37.763631,-122.475406
37.76418,-122.463425
37.763544,-122.477701
37.733121,-122.43605
37.764175,-122.46351
37.764037,-122.466631
37.763378,-122.481776
37.763428,-122.458187
37.763304,-122.48287
37.764062,-122.465665
37.764118,-122.464277
37.759427,-122.485951
37.759427,-122.485951
37.76418,-122.463425
37.763507,-122.478496
37.740205,-122.466465
37.74296,-122.477346
37.759427,-122.485951
37.763502,-122.478633
37.763506,-122.47853
37.759427,-122.485951
37.763368,-122.481966
37.763413,-122.480887
37.763372,-122.481879
37.763412,-122.480921
37.763544,-122.477701
37.763528,-122.477711
37.760303,-122.466185
37.764218,-122.462585
37.764014,-122.466803
37.764015,-122.466777
37.759427,-122.485951
37.759427,-122.485951
37.764088,-122.465475
37.762246,-122.466468
37.762355,-122.462821
37.762207,-122.465554
37.759427,-122.485951
37.759427,-122.485951
37.764117,-122.464294
37.759427,-122.485951
37.763631,-122.475406
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.76339,-122.481142
37.763422,-122.480548
37.762354,-122.462838
37.764014,-122.466803
37.764015,-122.466777
37.764031,-122.466785
37.764033,-122.466734
37.764035,-122.466682
37.765914,-122.466596
37.764028,-122.466435
37.764058,-122.46575
37.764075,-122.465749
37.764076,-122.465732
37.764079,-122.465664
37.765959,-122.465633
37.764086,-122.46551
37.764093,-122.465365
37.76412,-122.464651
37.764126,-122.464494
37.764133,-122.464294
37.766026,-122.464412
37.764159,-122.463494
37.76418,-122.463425
37.764171,-122.46329
37.764175,-122.46323
37.762246,-122.466468
37.764231,-122.462221
37.762136,-122.46628
37.764234,-122.462153
37.759427,-122.485951
37.759427,-122.485951
37.763745,-122.47311
37.763528,-122.477711
37.76368,-122.474233
37.763535,-122.47759
37.763941,-122.468696
37.763986,-122.467557
37.763459,-122.479694
37.763485,-122.478659
37.763462,-122.479625
37.763302,-122.482905
37.763514,-122.478325
37.763315,-122.482639
37.763414,-122.480854
37.763351,-122.481967
37.763321,-122.482852
37.765225,-122.46011
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.763951,-122.468849
37.763493,-122.478444
37.763437,-122.479797
37.759427,-122.485951
37.765225,-122.46011
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.764039,-122.466572
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.764105,-122.464626
37.759427,-122.485951
37.763649,-122.475387
37.763696,-122.474241
37.763853,-122.470716
37.762207,-122.465554
37.731521,-122.452391
37.726386,-122.465221
37.731558,-122.449024
37.744535,-122.453027
37.74464,-122.452853
37.725661,-122.463321
37.725683,-122.463321
37.725431,-122.462716
37.725407,-122.46265
37.731546,-122.451374
37.731549,-122.450886
37.731527,-122.451665
37.744903,-122.452418
37.731536,-122.450321
37.744653,-122.452831
37.725299,-122.462352
37.744186,-122.453536
37.744104,-122.453647
37.731552,-122.446322
37.73154,-122.449541
37.737198,-122.470013
37.737524,-122.469593
37.744903,-122.452418
37.740359,-122.466306
37.740447,-122.466186
37.737182,-122.469997
37.736915,-122.470286
37.740642,-122.465191
37.731529,-122.451447
37.7403,-122.466365
37.740554,-122.466111
37.73782,-122.469234
37.739231,-122.467626
37.740808,-122.46559
37.741082,-122.464803
37.740256,-122.466377
37.740753,-122.46588
37.736819,-122.470371
37.740112,-122.466544
37.747024,-122.426971
37.743731,-122.438053
37.74421,-122.438881
37.744431,-122.439263
37.734651,-122.434845
37.745693,-122.450929
37.75147,-122.456663
37.735253,-122.437575
37.734509,-122.433582
37.734163,-122.433967
37.744431,-122.439263
37.74421,-122.438881
37.744431,-122.439263
37.743731,-122.438053
37.711378,-122.467352
37.711378,-122.467352
37.717101,-122.474289
37.732205,-122.47444
37.73142,-122.472712
37.718033,-122.47445
37.714213,-122.462637
37.732197,-122.474368
37.711378,-122.467352
37.798429,-122.407115
37.798666,-122.407158
37.798532,-122.407137
37.798291,-122.407241
37.797734,-122.408072
37.799745,-122.40708
37.797805,-122.407506
37.798257,-122.408724
37.797718,-122.408056
37.798939,-122.407231
37.79961,-122.407359
37.798853,-122.408108
37.798698,-122.40798
37.799593,-122.408297
37.799596,-122.408271
37.796834,-122.407638
37.799564,-122.40853
37.796274,-122.408324
37.796358,-122.405177
37.798258,-122.408705
37.799803,-122.409404
37.798793,-122.408018
37.79832,-122.407323
37.798973,-122.408288
37.799756,-122.406989
37.798221,-122.407179
37.799616,-122.408105
37.798419,-122.407467
37.798989,-122.408272
37.799558,-122.408582
37.795768,-122.409901
37.795917,-122.407506
37.797215,-122.408528
37.797296,-122.410316
37.797728,-122.408124
37.796687,-122.408778
37.797814,-122.407428
37.796894,-122.40713
37.797837,-122.407248
37.797776,-122.407738
37.796642,-122.408991
37.798511,-122.410456
37.796358,-122.405177
37.799592,-122.409135
37.799852,-122.409515
37.799968,-122.409687
37.800085,-122.409858
37.796841,-122.410118
37.79958,-122.40826
37.800593,-122.407944
37.799929,-122.40963
37.79721,-122.408507
37.799117,-122.408897
37.800414,-122.409224
37.799764,-122.409347
37.799725,-122.40929
37.797645,-122.410278
37.799595,-122.4091
37.793927,-122.412937
37.799457,-122.409453
37.797911,-122.408638
37.79967,-122.409249
37.799698,-122.40901
37.799696,-122.409287
37.799929,-122.40963
37.799085,-122.408416
37.800023,-122.409728
37.798535,-122.407638
37.800673,-122.407615
37.799629,-122.40801
37.80001,-122.405829
37.798853,-122.408108
37.798925,-122.408216
37.798426,-122.407438
37.796089,-122.408284
37.795872,-122.407868
37.796005,-122.406892
37.795924,-122.407594
37.796797,-122.408416
37.796999,-122.41017
37.796729,-122.410114
37.797399,-122.408564
37.797712,-122.408253
37.79724,-122.406874
37.796802,-122.407869
37.763428,-122.458187
37.763428,-122.458187
37.763428,-122.458187
37.793002,-122.402131
37.795339,-122.409808
37.789279,-122.423148
37.790707,-122.420717
37.792852,-122.421149
37.792699,-122.421119
37.792643,-122.421108
37.789793,-122.420519
37.789313,-122.420416
37.790607,-122.417309
37.787494,-122.422074
37.786781,-122.42037
37.787702,-122.420478
37.788359,-122.420233
37.788286,-122.420216
37.787505,-122.42003
37.790976,-122.417584
37.721828,-122.461767
37.72081,-122.437776
37.790166,-122.434085
37.78736,-122.433515
37.785655,-122.429786
37.78567,-122.42979
37.783072,-122.441856
37.78354,-122.432749
37.785572,-122.429891
37.779771,-122.431992
37.743311,-122.469592
37.742647,-122.484676
37.742641,-122.484822
37.742776,-122.481504
37.743018,-122.47578
37.742988,-122.477044
37.743124,-122.47394
37.775106,-122.452021
37.775106,-122.452021
37.775106,-122.452021
37.772408,-122.437262
37.767235,-122.453127
37.769482,-122.450879
37.769878,-122.448009
37.77121,-122.437019
37.781652,-122.454296
37.781347,-122.455611
37.781346,-122.455629
37.781468,-122.456048
37.777143,-122.465306
37.777189,-122.46465
37.777329,-122.461294
37.777235,-122.463313
37.777231,-122.463382
37.777247,-122.463065
37.777243,-122.463501
37.775308,-122.458436
37.763405,-122.480582
37.763387,-122.481227
37.763421,-122.480599
37.763419,-122.480684
37.763364,-122.481725
37.763372,-122.481879
37.763556,-122.477479
37.759427,-122.485951
37.763935,-122.468833
37.759427,-122.485951
37.759427,-122.485951
37.759427,-122.485951
37.764032,-122.466751
37.764109,-122.464503
37.764116,-122.464748
37.764065,-122.465613
37.764069,-122.465528
37.762352,-122.462872
37.759427,-122.485951
37.752957,-122.505525
37.744223,-122.453487
37.739531,-122.467279
37.737608,-122.46949
37.738418,-122.468568
37.731549,-122.450886
37.731542,-122.448805
37.725599,-122.463161
37.725317,-122.462342
37.798969,-122.407219
37.800129,-122.409098
37.797698,-122.408598
37.799056,-122.407238
37.798445,-122.407507
37.797974,-122.406751
37.798028,-122.406837
37.796818,-122.40844
37.797234,-122.408532
37.797699,-122.408211
37.797712,-122.408108
37.797718,-122.408056
37.797782,-122.407541
37.781968,-122.486167
37.738458,-122.468487
37.801085,-122.409291
37.800536,-122.40918
37.799618,-122.409173
37.798893,-122.408128
37.740134,-122.466553
37.769377,-122.453561
37.764776,-122.449753
37.770168,-122.445728
37.772377,-122.437275
37.766513,-122.450117
